slug,title_ar,status,issue_date_hijri,issue_date_gregorian,publish_date_hijri,publish_date_gregorian,effective_date_hijri,effective_date_gregorian,organized_source,knowledge_file,document_scope,catalog_source,version_status,version_status_label_ar,historical_versions_available,recent_update_note,article_count,paragraph_count,indexable_paragraph_count,text_chars,verbatim_chars,citation_base_ar,official_source_url_primary,verbatim_file
qanwn-nzam-alalamat-altjaryh-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh,قانون (نظام) العلامات التجارية لدول مجلس التعاون لدول الخليج العربية,ساري,1435/07/26 هـ الموافق : 25/05/2014 مـ,2014-05-25,1437/09/26 هـ الموافق : 01/07/2016 مـ,2016-07-01,1437/09/26 هـ الموافق : 01/07/2016 مـ,2016-07-01,documents/saudi_regulations/official_latest/qanwn-nzam-alalamat-altjaryh-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.pdf,documents/knowledge/saudi_regulations/qanwn-nzam-alalamat-altjaryh-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,52,76,76,24692,24694,قانون (نظام) العلامات التجارية لدول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/b2d0decd-a691-45b9-9af0-a9a700f1e86f/1,data/structured/verbatim_texts/qanwn-nzam-alalamat-altjaryh-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.txt
qanwn-nzam-almbydat-fy-dwl-mjls-altaawn-ldwl-alkhlyj-alarbyh,قانون (نظام) المبيدات في دول مجلس التعاون لدول الخليج العربية,ساري,1427/11/14 هـ الموافق : 05/12/2006 مـ,2006-12-05,1427/12/08 هـ الموافق : 29/12/2006 مـ,2006-12-29,1427/12/08 هـ الموافق : 29/12/2006 مـ,2006-12-29,documents/saudi_regulations/official_latest/qanwn-nzam-almbydat-fy-dwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.pdf,documents/knowledge/saudi_regulations/qanwn-nzam-almbydat-fy-dwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,15,34,34,5664,5765,قانون (نظام) المبيدات في دول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/9b79b62a-da9e-4f66-8a7d-a9a700f25369/1,data/structured/verbatim_texts/qanwn-nzam-almbydat-fy-dwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.txt
nzam-qanwn-aljmark-almwhd-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh,نظام (قانون) الجمارك الموحد لدول مجلس التعاون لدول الخليج العربية,ساري,1423/11/03 هـ الموافق : 06/01/2003 مـ,2003-01-06,1423/12/27 هـ الموافق : 28/02/2003 مـ,2003-02-28,1423/12/27 هـ الموافق : 28/02/2003 مـ,2003-02-28,documents/saudi_regulations/official_latest/nzam-qanwn-aljmark-almwhd-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.pdf,documents/knowledge/saudi_regulations/nzam-qanwn-aljmark-almwhd-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,179,310,310,52460,52493,نظام (قانون) الجمارك الموحد لدول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/b93d0275-775f-482a-9d52-a9a700f2ca15/1,data/structured/verbatim_texts/nzam-qanwn-aljmark-almwhd-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.txt
nzam-qanwn-alhjr-albytry-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh,نظام (قانون) الحجر البيطري لدول مجلس التعاون لدول الخليج العربية,ساري,1424/06/01 هـ الموافق : 30/07/2003 مـ,2003-07-30,1424/06/17 هـ الموافق : 15/08/2003 مـ,2003-08-15,1424/06/17 هـ الموافق : 15/08/2003 مـ,2003-08-15,documents/saudi_regulations/official_latest/nzam-qanwn-alhjr-albytry-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.pdf,documents/knowledge/saudi_regulations/nzam-qanwn-alhjr-albytry-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,26,49,49,10183,10363,نظام (قانون) الحجر البيطري لدول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/ae6dac2c-6da4-47fc-b605-a9a700f251c2/1,data/structured/verbatim_texts/nzam-qanwn-alhjr-albytry-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.txt
nzam-qanwn-alhjr-alzraay-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh,نظام (قانون) الحجر الزراعي لدول مجلس التعاون لدول الخليج العربية,ساري,1426/02/27 هـ الموافق : 06/04/2005 مـ,2005-04-06,1426/04/05 هـ الموافق : 13/05/2005 مـ,2005-05-13,1426/04/05 هـ الموافق : 13/05/2005 مـ,2005-05-13,documents/saudi_regulations/official_latest/nzam-qanwn-alhjr-alzraay-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.pdf,documents/knowledge/saudi_regulations/nzam-qanwn-alhjr-alzraay-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,34,80,80,15023,15044,نظام (قانون) الحجر الزراعي لدول مجلس التعاون لدول الخليج العربية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c46966ec-0e03-41a3-96fa-a9a700f250b1/1,data/structured/verbatim_texts/nzam-qanwn-alhjr-alzraay-ldwl-mjls-altaawn-ldwl-alkhlyj-alarbyh.txt
nzam-akhlaqyat-albhth-ala-almkhlwqat-alhyh,نظام أخلاقيات البحث على المخلوقات الحية,ساري,1431/09/14 هـ الموافق : 24/08/2010 مـ,2010-08-24,1431/10/08 هـ الموافق : 17/09/2010 مـ,2010-09-17,1431/10/08 هـ الموافق : 17/09/2010 مـ,2010-09-17,documents/saudi_regulations/official_latest/nzam-akhlaqyat-albhth-ala-almkhlwqat-alhyh.pdf,documents/knowledge/saudi_regulations/nzam-akhlaqyat-albhth-ala-almkhlwqat-alhyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,51,96,96,16083,16579,نظام أخلاقيات البحث على المخلوقات الحية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/fad7b0d1-e536-46ea-8202-a9a700f28b03/1,data/structured/verbatim_texts/nzam-akhlaqyat-albhth-ala-almkhlwqat-alhyh.txt
nzam-amn-alhdwd,نظام أمن الحدود,ساري,1394/01/01 هـ الموافق : 24/01/1974 مـ,1974-01-24,1394/01/01 هـ الموافق : 24/01/1974 مـ,1974-01-24,1394/01/01 هـ الموافق : 24/01/1974 مـ,1974-01-24,documents/saudi_regulations/official_latest/nzam-amn-alhdwd.pdf,documents/knowledge/saudi_regulations/nzam-amn-alhdwd.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,6,7,7,1286,1328,نظام أمن الحدود,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/871b7db0-6d40-4380-90a1-a9a700f188c7/1,data/structured/verbatim_texts/nzam-amn-alhdwd.txt
nzam-andyh-alsyarat-waldrajat-alnaryh,نظام أندية السيارات والدراجات النارية,ساري,1430/06/02 هـ الموافق : 26/05/2009 مـ,2009-05-26,1430/06/26 هـ الموافق : 19/06/2009 مـ,2009-06-19,1430/06/26 هـ الموافق : 19/06/2009 مـ,2009-06-19,documents/saudi_regulations/official_latest/nzam-andyh-alsyarat-waldrajat-alnaryh.pdf,documents/knowledge/saudi_regulations/nzam-andyh-alsyarat-waldrajat-alnaryh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,13,15,15,4038,4100,نظام أندية السيارات والدراجات النارية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/d805702d-77b9-40d0-92bd-a9a700f27da2/1,data/structured/verbatim_texts/nzam-andyh-alsyarat-waldrajat-alnaryh.txt
nzam-ijraaat-altrakhys-albldyh,نظام إجراءات التراخيص البلدية,ساري,1435/09/23 هـ الموافق : 20/07/2014 مـ,2014-07-20,1435/11/10 هـ الموافق : 05/09/2014 مـ,2014-09-05,1435/11/10 هـ الموافق : 05/09/2014 مـ,2014-09-05,documents/saudi_regulations/official_latest/nzam-ijraaat-altrakhys-albldyh.pdf,documents/knowledge/saudi_regulations/nzam-ijraaat-altrakhys-albldyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,15,16,16,4210,4210,نظام إجراءات التراخيص البلدية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/1dd4c3d4-f4e9-4c15-852f-a9a700f21cab/1,data/structured/verbatim_texts/nzam-ijraaat-altrakhys-albldyh.txt
nzam-idarh-alnfayat,نظام إدارة النفايات,ساري,1443/01/05 هـ الموافق : 13/08/2021 مـ,2021-08-13,1443/02/10 هـ الموافق : 17/09/2021 مـ,2021-09-17,1443/02/10 هـ الموافق : 17/09/2021 مـ,2021-09-17,documents/saudi_regulations/official_latest/nzam-idarh-alnfayat.pdf,documents/knowledge/saudi_regulations/nzam-idarh-alnfayat.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,38,133,133,18525,18525,نظام إدارة النفايات,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d5bda56-cc0d-4b16-a025-ad9d00b281ab/1,data/structured/verbatim_texts/nzam-idarh-alnfayat.txt
nzam-imdadat-altaqh,نظام إمدادات الطاقة,ساري,1444/06/04 هـ الموافق : 28/12/2022 مـ,2022-12-28,1444/06/13 هـ الموافق : 06/01/2023 مـ,2023-01-06,1444/06/13 هـ الموافق : 06/01/2023 مـ,2023-01-06,documents/saudi_regulations/official_latest/nzam-imdadat-altaqh.pdf,documents/knowledge/saudi_regulations/nzam-imdadat-altaqh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,12,51,51,7210,7210,نظام إمدادات الطاقة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/c1777105-e927-4fa8-978d-af9900e23e18/1,data/structured/verbatim_texts/nzam-imdadat-altaqh.txt
nzam-intaj-almwad-altalymyh-almsaadh-wtswyqha,نظام إنتاج المواد التعليمية المساعدة وتسويقها,ساري,1425/10/29 هـ الموافق : 12/12/2004 مـ,2004-12-12,1425/11/26 هـ الموافق : 07/01/2005 مـ,2005-01-07,1425/11/26 هـ الموافق : 07/01/2005 مـ,2005-01-07,documents/saudi_regulations/official_latest/nzam-intaj-almwad-altalymyh-almsaadh-wtswyqha.pdf,documents/knowledge/saudi_regulations/nzam-intaj-almwad-altalymyh-almsaadh-wtswyqha.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,16,24,24,3793,3951,نظام إنتاج المواد التعليمية المساعدة وتسويقها,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/dbc3e41b-e877-48f2-a213-a9a700f1fdab/1,data/structured/verbatim_texts/nzam-intaj-almwad-altalymyh-almsaadh-wtswyqha.txt
nzam-iyradat-aldwlh,نظام إيرادات الدولة,ساري,1431/11/18 هـ الموافق : 26/10/2010 مـ,2010-10-26,1431/12/20 هـ الموافق : 26/11/2010 مـ,2010-11-26,1431/12/20 هـ الموافق : 26/11/2010 مـ,2010-11-26,documents/saudi_regulations/official_latest/nzam-iyradat-aldwlh.pdf,documents/knowledge/saudi_regulations/nzam-iyradat-aldwlh.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,32,54,54,6855,7161,نظام إيرادات الدولة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/8b100aee-54a5-48c1-9866-a9a700f2d539/1,data/structured/verbatim_texts/nzam-iyradat-aldwlh.txt
nzam-astyjar-aldwlh-llaqar,نظام استئجار الدولة للعقار,ساري,1443/12/28 هـ الموافق : 27/07/2022 مـ,2022-07-27,1444/01/07 هـ الموافق : 05/08/2022 مـ,2022-08-05,1444/01/07 هـ الموافق : 05/08/2022 مـ,2022-08-05,documents/saudi_regulations/official_latest/nzam-astyjar-aldwlh-llaqar.pdf,documents/knowledge/saudi_regulations/nzam-astyjar-aldwlh-llaqar.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,31,85,85,11215,11215,نظام استئجار الدولة للعقار,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/220f5444-31ee-4132-8712-aeee00ac1ba3/1,data/structured/verbatim_texts/nzam-astyjar-aldwlh-llaqar.txt
nzam-astbdal-alghramh-balhbs,نظام استبدال الغرامة بالحبس,ساري,1380/01/01 هـ الموافق : 25/06/1960 مـ,1960-06-25,1380/01/01 هـ الموافق : 25/06/1960 مـ,1960-06-25,1380/01/01 هـ الموافق : 25/06/1960 مـ,1960-06-25,documents/saudi_regulations/official_latest/nzam-astbdal-alghramh-balhbs.pdf,documents/knowledge/saudi_regulations/nzam-astbdal-alghramh-balhbs.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,4,6,6,1586,1639,نظام استبدال الغرامة بالحبس,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f62643d0-eff3-43c2-8629-a9a700f18812/1,data/structured/verbatim_texts/nzam-astbdal-alghramh-balhbs.txt
nzam-astkhdam-kamyrat-almraqbh-alamnyh,نظام استخدام كاميرات المراقبة الأمنية,ساري,1444/03/07 هـ الموافق : 03/10/2022 مـ,2022-10-03,1444/03/11 هـ الموافق : 07/10/2022 مـ,2022-10-07,1444/03/11 هـ الموافق : 07/10/2022 مـ,2022-10-07,documents/saudi_regulations/official_latest/nzam-astkhdam-kamyrat-almraqbh-alamnyh.pdf,documents/knowledge/saudi_regulations/nzam-astkhdam-kamyrat-almraqbh-alamnyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,18,76,76,8775,8775,نظام استخدام كاميرات المراقبة الأمنية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f3a44a6f-9217-478b-b7ca-af3401391514/1,data/structured/verbatim_texts/nzam-astkhdam-kamyrat-almraqbh-alamnyh.txt
nzam-astkhdam-whmayh-sharh-wasm-alhlal-alahmr-wma-fy-hkmhma,نظام استخدام وحماية شارة واسم الهلال الأحمر وما في حكمهما,ساري,1445/01/06 هـ الموافق : 24/07/2023 مـ,2023-07-24,1445/01/17 هـ الموافق : 04/08/2023 مـ,2023-08-04,1445/01/17 هـ الموافق : 04/08/2023 مـ,2023-08-04,documents/saudi_regulations/official_latest/nzam-astkhdam-whmayh-sharh-wasm-alhlal-alahmr-wma-fy-hkmhma.pdf,documents/knowledge/saudi_regulations/nzam-astkhdam-whmayh-sharh-wasm-alhlal-alahmr-wma-fy-hkmhma.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,15,32,32,4895,4895,نظام استخدام وحماية شارة واسم الهلال الأحمر وما في حكمهما,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/469689de-5af0-4c28-b96c-b05a008bdda3/1,data/structured/verbatim_texts/nzam-astkhdam-whmayh-sharh-wasm-alhlal-alahmr-wma-fy-hkmhma.txt
nzam-astyrad-almwad-alkymyayyh-widartha-nzam-idarh-almwad-alkymyayyh,نظام استيراد المواد الكيميائية وإدارتها ( نظام إدارة المواد الكيميائية ),ساري,1427/06/16 هـ الموافق : 12/07/2006 مـ,2006-07-12,1427/07/24 هـ الموافق : 18/08/2006 مـ,2006-08-18,1427/07/24 هـ الموافق : 18/08/2006 مـ,2006-08-18,documents/saudi_regulations/official_latest/nzam-astyrad-almwad-alkymyayyh-widartha-nzam-idarh-almwad-alkymyayyh.pdf,documents/knowledge/saudi_regulations/nzam-astyrad-almwad-alkymyayyh-widartha-nzam-idarh-almwad-alkymyayyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,18,43,43,7027,7050,نظام استيراد المواد الكيميائية وإدارتها ( نظام إدارة المواد الكيميائية ),https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/64aee787-4618-4979-b4d8-a9a700f1c647/1,data/structured/verbatim_texts/nzam-astyrad-almwad-alkymyayyh-widartha-nzam-idarh-almwad-alkymyayyh.txt
nzam-alathar-walmtahf-waltrath-alamrany,نظام الآثار والمتاحف والتراث العمراني,ساري,1436/01/09 هـ الموافق : 02/11/2014 مـ,2014-11-02,1436/02/06 هـ الموافق : 28/11/2014 مـ,2014-11-28,1436/02/06 هـ الموافق : 28/11/2014 مـ,2014-11-28,documents/saudi_regulations/official_latest/nzam-alathar-walmtahf-waltrath-alamrany.pdf,documents/knowledge/saudi_regulations/nzam-alathar-walmtahf-waltrath-alamrany.txt,system_only,official_catalog,current_official_text_with_embedded_amendment_notes,النص الحالي مع إشارات تعديل,False,,94,129,129,32008,32035,نظام الآثار والمتاحف والتراث العمراني,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/a7d4493b-7c03-4c2d-b3c6-a9a700f275cd/1,data/structured/verbatim_texts/nzam-alathar-walmtahf-waltrath-alamrany.txt
nzam-alaymh-walmwdhnyn-wkhdm-almsajd,نظام الأئمة والمؤذنين وخدم المساجد,ساري,1392/01/01 هـ الموافق : 16/02/1972 مـ,1972-02-16,1392/01/01 هـ الموافق : 16/02/1972 مـ,1972-02-16,1392/01/01 هـ الموافق : 16/02/1972 مـ,1972-02-16,documents/saudi_regulations/official_latest/nzam-alaymh-walmwdhnyn-wkhdm-almsajd.pdf,documents/knowledge/saudi_regulations/nzam-alaymh-walmwdhnyn-wkhdm-almsajd.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,28,29,29,4752,4791,نظام الأئمة والمؤذنين وخدم المساجد,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/23b12c1f-6823-4759-982e-a9a700f2031a/1,data/structured/verbatim_texts/nzam-alaymh-walmwdhnyn-wkhdm-almsajd.txt
nzam-alajhzh-walmstlzmat-altbyh,نظام الأجهزة والمستلزمات الطبية,ساري,1442/07/06 هـ الموافق : 18/02/2021 مـ,2021-02-18,1442/07/14 هـ الموافق : 26/02/2021 مـ,2021-02-26,1442/07/14 هـ الموافق : 26/02/2021 مـ,2021-02-26,documents/saudi_regulations/official_latest/nzam-alajhzh-walmstlzmat-altbyh.pdf,documents/knowledge/saudi_regulations/nzam-alajhzh-walmstlzmat-altbyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,49,123,123,16883,16883,نظام الأجهزة والمستلزمات الطبية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/9daec1bf-6bda-4a65-a111-ace90163af7e/1,data/structured/verbatim_texts/nzam-alajhzh-walmstlzmat-altbyh.txt
nzam-alahdath,نظام الأحداث,ساري,1439/11/19 هـ الموافق : 01/08/2018 مـ,2018-08-01,1440/02/22 هـ الموافق : 31/10/2018 مـ,2018-10-31,1440/02/22 هـ الموافق : 31/10/2018 مـ,2018-10-31,documents/saudi_regulations/official_latest/nzam-alahdath.pdf,documents/knowledge/saudi_regulations/nzam-alahdath.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,24,49,49,7581,7581,نظام الأحداث,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4ec27eee-f917-408c-85eb-a9f6011ea426/1,data/structured/verbatim_texts/nzam-alahdath.txt
personal-status-law,نظام الأحوال الشخصية,ساري,1443/08/06 هـ الموافق : 09/03/2022 مـ,2022-03-09,1443/08/15 هـ الموافق : 18/03/2022 مـ,2022-03-18,1443/08/15 هـ الموافق : 18/03/2022 مـ,2022-03-18,documents/saudi_regulations/official_latest/nzam-alahwal-alshkhsyh.pdf,documents/knowledge/saudi_regulations/nzam-alahwal-alshkhsyh.txt,system_only,official_catalog,current_official_text,النص الرسمي الحالي,False,,252,570,570,58042,58042,نظام الأحوال الشخصية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/4d72d829-947b-45d5-b9b5-ae5800d6bac2/1,data/structured/verbatim_texts/personal-status-law.txt
